id,date_key,player_id,placement,reward_code,awarded_at
fdcecf1a-cd70-4e4c-a4fa-a7464915df84,2025-08-17,3c46dbff-adaf-4781-812e-3ac1be41114b,1,BOX_GOLD,2025-08-18T05:54:16.09793+00:00
08b558d2-f4e5-4ea3-9d71-0225d678eb3b,2025-08-17,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,2,BOX_SILVER,2025-08-18T05:54:17.152211+00:00
55ed0f19-b0cb-4b16-969a-87e6c1cf23a0,2025-08-17,3c2deced-ddd6-49e8-b3cf-5d1dfb04d45f,3,BOX_SILVER,2025-08-18T05:54:18.118225+00:00
f00fa649-4076-418d-8b2b-b4318887081f,2025-08-17,3c46dbff-adaf-4781-812e-3ac1be41114b,,BOX_BRONZE,2025-08-18T05:54:19.498208+00:00
41503fb1-7a61-4406-8e37-28adfc79aee0,2025-08-17,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,,BOX_BRONZE,2025-08-18T05:54:20.16794+00:00
a149b439-263e-46f0-b92d-688d7bde16d0,2025-08-17,3c2deced-ddd6-49e8-b3cf-5d1dfb04d45f,,BOX_BRONZE,2025-08-18T05:54:20.837141+00:00
a5db7255-0b92-4b25-b05b-f92bf778dca8,2025-08-17,0adcf663-60e0-4211-892e-245db6dd38db,,BOX_BRONZE,2025-08-18T05:54:21.490501+00:00
f5e3d4fe-59b0-4059-b819-e25c0678289e,2025-08-17,81c8c447-cbaf-4be5-9101-9edee26637e3,,BOX_BRONZE,2025-08-18T05:54:22.762916+00:00
c2ee45af-e06e-491b-9dae-27771d3339e4,2025-08-18,3c46dbff-adaf-4781-812e-3ac1be41114b,1,BOX_GOLD,2025-08-20T00:27:43.117242+00:00
3b85cabc-5da8-49ff-8a60-dae2338b18bd,2025-08-18,3c46dbff-adaf-4781-812e-3ac1be41114b,,BOX_BRONZE,2025-08-20T00:27:44.200373+00:00
82f0f308-a61b-41d3-b9ed-02dc29a17d70,2025-08-23,80504ce3-8d54-4c10-8d34-7e400027caa4,1,BOX_GOLD,2025-08-24T17:05:50.443574+00:00
8dae379a-58d9-4a11-bf0e-a56c06052ab7,2025-08-23,80504ce3-8d54-4c10-8d34-7e400027caa4,,BOX_BRONZE,2025-08-24T17:05:51.844193+00:00
f7fd40fd-da35-4dbe-93d4-53a0f3e944a7,2025-09-05,3c46dbff-adaf-4781-812e-3ac1be41114b,1,BOX_GOLD,2025-09-06T22:26:51.640131+00:00
3d235cb3-2955-4fda-8913-f8ff5ff61970,2025-09-05,3c46dbff-adaf-4781-812e-3ac1be41114b,1,V_PICK_NEXT_GAME,2025-09-06T22:26:52.007376+00:00
be5b1275-fce5-4d09-9869-becb221f2838,2025-09-05,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,2,BOX_SILVER,2025-09-06T22:26:52.787686+00:00
f56d5ac9-3cba-4095-b93f-02f379cb4fd4,2025-09-05,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,2,BOX_SILVER,2025-09-06T22:26:53.100599+00:00
4c3ee49a-d54f-4015-a38f-85cb5889837f,2025-09-05,3c46dbff-adaf-4781-812e-3ac1be41114b,,BOX_BRONZE,2025-09-06T22:26:53.792803+00:00
b276a874-beb6-4548-bfb9-eab42bd80af0,2025-09-05,3c46dbff-adaf-4781-812e-3ac1be41114b,,BOX_BRONZE,2025-09-06T22:26:54.16217+00:00
60866a17-c452-4232-b3a9-c7ef912cf77c,2025-09-05,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,,BOX_BRONZE,2025-09-06T22:26:54.742111+00:00
f197931d-192e-4629-8444-784247ed094d,2025-09-05,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,,BOX_BRONZE,2025-09-06T22:26:55.147028+00:00
10cb24ce-6551-4076-b193-93f469e4f312,2025-09-06,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,1,BOX_GOLD,2025-09-07T09:13:10.81598+00:00
2152cb7a-9e1f-4c51-acbe-8bdbab37ffd6,2025-09-06,3c46dbff-adaf-4781-812e-3ac1be41114b,2,BOX_SILVER,2025-09-07T09:13:12.20943+00:00
cc3c0e4d-7a3d-4502-b745-f4394476c78c,2025-09-06,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,,BOX_BRONZE,2025-09-07T09:13:12.945358+00:00
f61ca77b-8805-4fd0-9c44-88021c973b9a,2025-09-06,3c46dbff-adaf-4781-812e-3ac1be41114b,,BOX_BRONZE,2025-09-07T09:13:13.659763+00:00
cc124818-de46-4241-8e1c-67e60e634974,2025-10-09,3c46dbff-adaf-4781-812e-3ac1be41114b,1,BOX_GOLD,2025-10-10T17:35:06.828481+00:00
6fb23017-ced4-411b-afe0-dffd72113fce,2025-10-09,3c46dbff-adaf-4781-812e-3ac1be41114b,,BOX_BRONZE,2025-10-10T17:35:07.622458+00:00
